head,head_label,relation,tail,tail_label,description,chunk_id
吸力,Parameter,RELATED_TO,气隙中磁感应强度 B0,Parameter,吸力与气隙磁感应强度相关,船舶电气设备及系统::chunk_14
直流电磁铁,Equipment,HAS_PARAMETER,磁动势IN,Parameter,直流电磁铁有恒定的磁动势,船舶电气设备及系统::chunk_14
直流电磁铁,Equipment,BELONGS_TO,恒磁势元件,Component,直流电磁铁是恒磁势元件,船舶电气设备及系统::chunk_14
磁通 Φ,Parameter,RELATED_TO,磁阻 Rm,Parameter,磁通与磁阻相关,船舶电气设备及系统::chunk_14
直流电磁铁,Equipment,HAS_COMPONENT,经济电阻,Component,直流接触器吸合后串接经济电阻,船舶电气设备及系统::chunk_14
交流电磁铁,Equipment,BELONGS_TO,恒磁通元件,Component,交流电磁铁是恒磁通元件,船舶电气设备及系统::chunk_14
交流电磁铁,Equipment,HAS_FAULT,衔铁卡住,FaultPhenomenon,交流电磁铁可能发生衔铁卡住故障,船舶电气设备及系统::chunk_14
衔铁卡住,FaultPhenomenon,CAUSED_BY,线圈烧毁,FaultPhenomenon,衔铁卡住会导致线圈烧毁,船舶电气设备及系统::chunk_14
铁芯,Component,HAS_COMPONENT,硅钢片,Component,铁芯采用硅钢片叠成,船舶电气设备及系统::chunk_14
硅钢片,Component,REPAIRED_BY,涡流回路电阻,Parameter,硅钢片可增大涡流回路电阻,船舶电气设备及系统::chunk_14
涡流回路电阻,Parameter,RELATED_TO,涡流,Parameter,增大涡流回路电阻可减小涡流,船舶电气设备及系统::chunk_14
变压器,Equipment,HAS_COMPONENT,原边绕组,Component,在铁芯上安放原边绕组,船舶电气设备及系统::chunk_16
变压器,Equipment,HAS_COMPONENT,副边绕组,Component,在铁芯上安放副边绕组,船舶电气设备及系统::chunk_16
芯式变压器,Equipment,BELONGS_TO,变压器,Equipment,芯式变压器是变压器的一种结构类型,船舶电气设备及系统::chunk_16
壳式变压器,Equipment,BELONGS_TO,变压器,Equipment,壳式变压器是变压器的一种结构类型,船舶电气设备及系统::chunk_16
干式变压器,Equipment,BELONGS_TO,变压器,Equipment,干式变压器是变压器的一种冷却方式类型,船舶电气设备及系统::chunk_16
湿式变压器,Equipment,BELONGS_TO,变压器,Equipment,湿式变压器是变压器的一种冷却方式类型,船舶电气设备及系统::chunk_16
湿式变压器,Equipment,HAS_COMPONENT,变压器油,Component,湿式变压器浸在变压器油中,船舶电气设备及系统::chunk_16
变压器油,Component,HAS_SAFETY_NOTE,火灾隐患,SafetyNote,变压器油可能带来火灾隐患,船舶电气设备及系统::chunk_16
船舶电力系统,System,HAS_COMPONENT,干式变压器,Equipment,船舶电力系统中都采用干式变压器,船舶电气设备及系统::chunk_16
变压器,Equipment,HAS_PARAMETER,额定容量 S_N,Parameter,变压器的铭牌上标出额定容量,船舶电气设备及系统::chunk_16
变压器,Equipment,HAS_PARAMETER,额定电压 U_1N/U_2N,Parameter,变压器的铭牌上标出额定电压,船舶电气设备及系统::chunk_16
变压器,Equipment,HAS_PARAMETER,额定电流 I_1N/I_2N,Parameter,变压器的铭牌上标出额定电流,船舶电气设备及系统::chunk_16
变压器,Equipment,HAS_PARAMETER,额定频率,Parameter,变压器铭牌上通常还标注有额定频率,船舶电气设备及系统::chunk_16
变压器,Equipment,HAS_PARAMETER,额定效率,Parameter,变压器铭牌上通常还标注有额定效率,船舶电气设备及系统::chunk_16
变压器,Equipment,HAS_PARAMETER,温升,Parameter,变压器铭牌上通常还标注有温升,船舶电气设备及系统::chunk_16
变压器,Equipment,HAS_PARAMETER,空载损耗,Parameter,变压器铭牌上通常还标注有空载损耗,船舶电气设备及系统::chunk_16
副边绕组,Component,RELATED_TO,开关Q,Component,副边绕组通过开关Q与负载连接,船舶电气设备及系统::chunk_17
副边绕组,Component,RELATED_TO,负载阻抗 Z_L,Component,副边绕组连接负载阻抗,船舶电气设备及系统::chunk_17
变压器,Equipment,HAS_FAULT,空载运行状态,FaultPhenomenon,变压器可以处于空载运行状态,船舶电气设备及系统::chunk_17
空载运行状态,FaultPhenomenon,CAUSED_BY,开关Q,Component,开关Q断开导致空载运行,船舶电气设备及系统::chunk_17
原边绕组,Component,HAS_PARAMETER,空载电流 I_0,Parameter,原边绕组有空载电流,船舶电气设备及系统::chunk_17
空载电流 I_0,Parameter,CAUSED_BY,电压 U_1,Parameter,电压U1作用产生空载电流,船舶电气设备及系统::chunk_17
空载电流 I_0,Parameter,CAUSED_BY,励磁磁势 I_0N_1,Parameter,空载电流产生励磁磁势,船舶电气设备及系统::chunk_17
励磁磁势 I_0N_1,Parameter,CAUSED_BY,磁通 Φ,Parameter,励磁磁势使铁芯产生磁通,船舶电气设备及系统::chunk_17
磁通 Φ,Parameter,CAUSED_BY,感应电势 E_1,Parameter,磁通变化在原边绕组产生感应电势,船舶电气设备及系统::chunk_17
感应电势 E_1,Parameter,DIAGNOSED_BY,电磁感应定律,DiagnosticMethod,感应电势由电磁感应定律描述,船舶电气设备及系统::chunk_17
感应电势 E_1,Parameter,RELATED_TO,磁通 Φ,Parameter,E1与磁通最大值Φ_m相关,船舶电气设备及系统::chunk_17
电压 U_1,Parameter,RELATED_TO,感应电势 E_1,Parameter,U1与E1数值近似相等，相位相反,船舶电气设备及系统::chunk_17
电压 U_2,Parameter,RELATED_TO,感应电势 E_1,Parameter,空载时U2等于E2,船舶电气设备及系统::chunk_17
电压 U_1,Parameter,RELATED_TO,电压 U_2,Parameter,U1与U2的比值等于匝数比,船舶电气设备及系统::chunk_17
匝数比 K,Parameter,CAUSED_BY,电压 U_2,Parameter,匝数比决定了输出电压U2的大小,船舶电气设备及系统::chunk_17
原边绕组,Component,HAS_PARAMETER,铜导线电阻 r*{1},Parameter,原边绕组具有铜导线电阻,船舶电气设备及系统::chunk_18
副边绕组,Component,HAS_PARAMETER,铜导线电阻 r*{1},Parameter,副边绕组具有铜导线电阻,船舶电气设备及系统::chunk_18
铜导线电阻 r*{1},Parameter,CAUSED_BY,电压降,Parameter,铜导线电阻引起电压降,船舶电气设备及系统::chunk_18
变压器,Equipment,HAS_PARAMETER,漏磁通,Parameter,变压器中存在漏磁通,船舶电气设备及系统::chunk_18
铁芯,Component,HAS_PARAMETER,导磁率,Parameter,铁芯具有导磁率,船舶电气设备及系统::chunk_18
漏磁通,Parameter,RELATED_TO,空气导磁率,Parameter,漏磁通与空气导磁率相关,船舶电气设备及系统::chunk_18
变压器,Equipment,HAS_PARAMETER,主磁通,Parameter,变压器中存在主磁通,船舶电气设备及系统::chunk_18
漏磁通 Φ _{1σ},Parameter,RELATED_TO,原边绕组 N*{1},Component,漏磁通与原边绕组环链,船舶电气设备及系统::chunk_18
漏磁通 Φ _{1σ},Parameter,CAUSED_BY,漏感电势 E_{1σ},Parameter,漏磁通产生漏感电势,船舶电气设备及系统::chunk_18
原边绕组,Component,HAS_PARAMETER,感应电势 E_1,Parameter,原边绕组产生感应电势,船舶电气设备及系统::chunk_18
漏磁通 Φ _{1σ},Parameter,CAUSED_BY,空载励磁电流 I*{0},Parameter,漏磁通与空载励磁电流成正比,船舶电气设备及系统::chunk_18
漏磁电感 L*{1σ},Parameter,RELATED_TO,漏磁通 Φ _{1σ},Parameter,漏磁电感是漏磁通与电流的比例系数,船舶电气设备及系统::chunk_18
漏感电抗 X*{1},Parameter,RELATED_TO,漏磁电感 L*{1σ},Parameter,漏感电抗反映漏磁通的电磁作用,船舶电气设备及系统::chunk_18
铁芯,Component,HAS_PARAMETER,磁滞,Parameter,铁芯中存在磁滞,船舶电气设备及系统::chunk_18
铁芯,Component,HAS_PARAMETER,涡流,Parameter,铁芯中存在涡流,船舶电气设备及系统::chunk_18
磁滞,Parameter,CAUSED_BY,有功损耗,Parameter,磁滞引起有功损耗,船舶电气设备及系统::chunk_18
涡流,Parameter,CAUSED_BY,有功损耗,Parameter,涡流引起有功损耗,船舶电气设备及系统::chunk_18
励磁电抗 X*{m},Parameter,RELATED_TO,铁芯,Component,励磁电抗表征铁芯磁化性能,船舶电气设备及系统::chunk_18
励磁电阻 r*{m},Parameter,RELATED_TO,铁芯,Component,励磁电阻反映铁芯中的有功损耗,船舶电气设备及系统::chunk_18
铁磁材料,Component,HAS_PARAMETER,饱和特性,Parameter,铁磁材料具有饱和特性,船舶电气设备及系统::chunk_18
饱和特性,Parameter,CAUSED_BY,励磁电抗 X*{m},Parameter,饱和特性影响励磁电抗,船舶电气设备及系统::chunk_18
饱和特性,Parameter,CAUSED_BY,励磁电阻 r*{m},Parameter,饱和特性影响励磁电阻,船舶电气设备及系统::chunk_18
变压器原边的电压平衡方程式,DiagnosticMethod,RELATED_TO,原边绕组电阻压降,Parameter,方程包含原边绕组电阻压降,船舶电气设备及系统::chunk_18
变压器原边的电压平衡方程式,DiagnosticMethod,RELATED_TO,漏感抗压降,Parameter,方程包含漏感抗压降,船舶电气设备及系统::chunk_18
变压器原边的电压平衡方程式,DiagnosticMethod,RELATED_TO,铁损,Parameter,方程考虑铁损因素,船舶电气设备及系统::chunk_18
变压器,Equipment,HAS_PARAMETER,励磁阻抗 Z_m,Parameter,变压器具有励磁阻抗参数,船舶电气设备及系统::chunk_19
励磁阻抗 Z_m,Parameter,HAS_PARAMETER,励磁电阻 r_m,Parameter,励磁阻抗包含电阻分量,船舶电气设备及系统::chunk_19
励磁阻抗 Z_m,Parameter,HAS_PARAMETER,励磁电抗 X_m,Parameter,励磁阻抗包含电抗分量,船舶电气设备及系统::chunk_19
变压器,Equipment,HAS_PARAMETER,原边绕组的漏阻抗 Z_1,Parameter,变压器原边绕组具有漏阻抗,船舶电气设备及系统::chunk_19
原边绕组的漏阻抗 Z_1,Parameter,HAS_PARAMETER,原边绕组电阻 r_1,Parameter,漏阻抗包含电阻分量,船舶电气设备及系统::chunk_19
原边绕组的漏阻抗 Z_1,Parameter,HAS_PARAMETER,漏感电抗 X*{1},Parameter,漏阻抗包含电抗分量,船舶电气设备及系统::chunk_19
变压器,Equipment,HAS_PARAMETER,空载电流 I_0,Parameter,变压器有空载电流参数,船舶电气设备及系统::chunk_19
变压器,Equipment,HAS_PARAMETER,原边电流 I_1,Parameter,变压器有原边电流参数,船舶电气设备及系统::chunk_19
变压器,Equipment,HAS_PARAMETER,副边电流 I_2,Parameter,变压器有副边电流参数,船舶电气设备及系统::chunk_19
变压器,Equipment,HAS_FAULT,负载运行,FaultPhenomenon,变压器可能处于负载运行状态,船舶电气设备及系统::chunk_19
负载运行,FaultPhenomenon,CAUSED_BY,负载阻抗 Z_L,Component,负载运行由接上负载阻抗引起,船舶电气设备及系统::chunk_19
负载运行,FaultPhenomenon,DIAGNOSED_BY,磁势平衡关系,DiagnosticMethod,负载运行状态可通过磁势平衡关系分析,船舶电气设备及系统::chunk_19
磁势平衡关系,DiagnosticMethod,RELATED_TO,原边绕组磁势 I_1N_1,Parameter,磁势平衡关系涉及原边磁势,船舶电气设备及系统::chunk_19
磁势平衡关系,DiagnosticMethod,RELATED_TO,副边绕组磁势 I_2N_2,Parameter,磁势平衡关系涉及副边磁势,船舶电气设备及系统::chunk_19
磁势平衡关系,DiagnosticMethod,RELATED_TO,合成磁势,Parameter,磁势平衡关系涉及合成磁势,船舶电气设备及系统::chunk_19
合成磁势,Parameter,CAUSED_BY,主磁通 Φ_m,Parameter,合成磁势用于产生主磁通,船舶电气设备及系统::chunk_19
主磁通 Φ_m,Parameter,CAUSED_BY,感应电势 E_1,Parameter,主磁通产生感应电势E1,船舶电气设备及系统::chunk_19
感应电势 E_1,Parameter,RELATED_TO,原边端电压 U_1,Parameter,当U1不变时，E1近似为定值,船舶电气设备及系统::chunk_19
副边电流 I_2,Parameter,CAUSED_BY,负载运行,FaultPhenomenon,副边电流由负载运行产生,船舶电气设备及系统::chunk_20
原边电流 I_1,Parameter,CAUSED_BY,副边电流 I_2,Parameter,原边电流随副边电流增大而增大,船舶电气设备及系统::chunk_20
副边绕组,Component,HAS_PARAMETER,主磁通感应电势 E*{2},Parameter,副边绕组中存在主磁通感应电势,船舶电气设备及系统::chunk_20
副边绕组,Component,HAS_PARAMETER,漏感电势 E_{1σ},Parameter,副边绕组中存在漏感电势,船舶电气设备及系统::chunk_20
副边绕组,Component,HAS_PARAMETER,绕组电阻压降 I*{2}r_{2},Parameter,副边绕组中存在电阻压降,船舶电气设备及系统::chunk_20
负载运行,FaultPhenomenon,DIAGNOSED_BY,变压器负载运行时的基本方程式,DiagnosticMethod,负载运行状态由基本方程式描述,船舶电气设备及系统::chunk_20
负载运行,FaultPhenomenon,DIAGNOSED_BY,原、副边绕组的等效电路,DiagnosticMethod,负载运行状态由等效电路分析,船舶电气设备及系统::chunk_20
原、副边绕组的等效电路,DiagnosticMethod,RELATED_TO,磁势平衡方程式,DiagnosticMethod,等效电路通过磁势平衡方程式联系起来,船舶电气设备及系统::chunk_20
变压器的折算,DiagnosticMethod,RELATED_TO,变压器T形等效电路,DiagnosticMethod,折算的目的是得到T形等效电路,船舶电气设备及系统::chunk_20
变压器的折算,DiagnosticMethod,RELATED_TO,副边感应电势 E*{2}′,Parameter,折算过程涉及副边感应电势的变换,船舶电气设备及系统::chunk_20
变压器T形等效电路,DiagnosticMethod,RELATED_TO,E*{1},Parameter,T形等效电路在E*{1}与E*{2}′两端合并,船舶电气设备及系统::chunk_20
副边感应电势 E*{2}′,Parameter,RELATED_TO,E*{1},Parameter,折算后E*{2}′的值等于E*{1},船舶电气设备及系统::chunk_20
折算后副边各个量,Parameter,RELATED_TO,副边负载变化,FaultPhenomenon,副边负载变化时，折算后的副边各个物理量会变化,船舶电气设备及系统::chunk_21
副边负载变化,FaultPhenomenon,RELATED_TO,原边输入端电源电压,Parameter,副边负载变化会影响原边输入端电源电压,船舶电气设备及系统::chunk_21
原边电源电压变化,FaultPhenomenon,RELATED_TO,副边输出端电压,Parameter,原边电源电压变化会造成副边输出端电压变化,船舶电气设备及系统::chunk_21
变压器负载运行,FaultPhenomenon,DIAGNOSED_BY,简化等效电路,DiagnosticMethod,变压器负载运行分析可使用简化等效电路,船舶电气设备及系统::chunk_21
简化等效电路,DiagnosticMethod,RELATED_TO,变压器的运行分析、计算,DiagnosticMethod,简化等效电路用于变压器的运行分析和计算,船舶电气设备及系统::chunk_21
能量传递装置,Equipment,HAS_PARAMETER,内阻抗 Z_K,Parameter,作为电源的变压器具有内阻抗,船舶电气设备及系统::chunk_21
变压器,Equipment,HAS_PARAMETER,外特性,Parameter,变压器具有外特性,船舶电气设备及系统::chunk_21
变压器,Equipment,HAS_PARAMETER,电压变化率,Parameter,变压器具有电压变化率,船舶电气设备及系统::chunk_21
变压器,Equipment,HAS_PARAMETER,效率,Parameter,变压器具有效率参数,船舶电气设备及系统::chunk_21
变压器,Equipment,HAS_PARAMETER,短路阻抗,Parameter,变压器具有短路阻抗,船舶电气设备及系统::chunk_21
变压器,Equipment,HAS_PARAMETER,短路电压,Parameter,变压器具有短路电压参数,船舶电气设备及系统::chunk_21
空载损耗,Parameter,HAS_COMPONENT,铜损,Parameter,空载损耗包括铜损,船舶电气设备及系统::chunk_21
空载损耗,Parameter,HAS_COMPONENT,铁损,Parameter,空载损耗包括铁损,船舶电气设备及系统::chunk_21
变压器,Equipment,HAS_PARAMETER,铜损,Parameter,变压器能量传递过程中的损耗主要为铜损,船舶电气设备及系统::chunk_22
变压器,Equipment,HAS_PARAMETER,铁损,Parameter,变压器能量传递过程中的损耗主要为铁损,船舶电气设备及系统::chunk_22
外特性,Parameter,HAS_PARAMETER,副边端电压,Parameter,外特性是副边端电压随负载电流变化的关系,船舶电气设备及系统::chunk_22
